"Group 1: age (45~55), socio-economic<0",,,,,"Group 2: age (45~55), socio-economic>0",,,,,"Group 3: education (12~16), socio-economic<0",,,,,"Group 4: education (12~16), socio-economic>0",,,,,"Group 5: age (45~55), education (12~16), socio-economic<0",,,,,,,"Group 6: age (45~55), education (12~16), socio-economic>0",,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wealth,age,education,socioeconomic,,wealth,age,education,socioeconomic,,wealth,age,education,socioeconomic,,wealth,age,education,socioeconomic,,wealth,age,education,socioeconomic,,,,wealth,age,education,socioeconomic
,,,,,,,,,,,,,,,230000,57,12,43478,,,,,,,,,,,,
,,,,,,,,,,,,,,,190000,28,14,43480,,,,,,,,,,,,
,,,,,,,,,,,,,,,40500,28,14,43490,,,,,,,,,,,,
,,,,,,,,,,,,,,,315400,22,12,43491,,,,,,,,,,,,
,,,,,,,,,,,,,,,25000,31,12,43493,,,,,,,,,,,,
,,,,,,,,,,,,,,,27400,41,12,43506,,,,,,,,,,,,
,,,,,,,,,,,,,,,756000,51,14,43514,,,,,,,,,,,,
,,,,,,,,,,,,,,,19980,35,12,43515,,,,,,,,,,,,
,,,,,,,,,,,,,,,110000,63,12,43521,,,,,,,,,,,,
,,,,,,,,,,,,,,,472400,65,14,43526,,,,,,,,,,,,
,,,,,,,,,,,,,,,75500,36,16,43529,,,,,,,,,,,,
,,,,,,,,,,,,,,,178000,44,14,43545,,,,,,,,,,,,
,,,,,,,,,,,,,,,57000,73,12,43549,,,,,,,,,,,,
,,,,,,,,,,,,,,,235000,47,14,43549,,,,,,,,,,,,
,,,,,,,,,,,,,,,120400,35,12,43551,,,,,,,,,,,,
,,,,,,,,,,,,,,,45000,31,16,43560,,,,,,,,,,,,
,,,,,,,,,,,,,,,73500,38,12,43561,,,,,,,,,,,,
,,,,,,,,,,,,,,,242000,63,14,43562,,,,,,,,,,,,
,,,,,,,,,,,,,,,491000,63,16,43567,,,,,,,,,,,,
,,,,,,,,,,,,,,,83000,29,12,43571,,,,,,,,,,,,
,,,,,,,,,,,,,,,-76000,37,13,43572,,,,,,,,,,,,
,,,,,,,,,,,,,,,3500,35,12,43579,,,,,,,,,,,,
,,,,,,,,,,,,,,,9500,60,14,43584,,,,,,,,,,,,
,,,,,,,,,,,,,,,541000,71,12,43586,,,,,,,,,,,,
,,,,,,,,,,,,,,,51600,37,16,43589,,,,,,,,,,,,
,,,,,,,,,,,,,,,7000,25,14,43598,,,,,,,,,,,,
,,,,,,,,,,,,,,,60500,24,12,43599,,,,,,,,,,,,
,,,,,,,,,,,,,,,-12000,29,15,43607,,,,,,,,,,,,
,,,,,,,,,,,,,,,85000,35,15,43608,,,,,,,,,,,,
,,,,,,,,,,,,,,,-86000,36,12,43610,,,,,,,,,,,,
,,,,,,,,,,,,,,,83000,40,16,43610,,,,,,,,,,,,
,,,,,,,,,,,,,,,1018000,71,16,43615,,,,,,,,,,,,
,,,,,,,,,,,,,,,4800,63,13,43617,,,,,,,,,,,,
,,,,,,,,,,,,,,,59400,43,13,43628,,,,,,,,,,,,
,,,,,,,,,,,,,,,2400,32,12,43633,,,,,,,,,,,,
,,,,,,,,,,,,,,,578000,85,12,43638,,,,,,,,,,,,
,,,,,,,,,,,,,,,1725000,65,15,43642,,,,,,,,,,,,
,,,,,,,,,,,,,,,25,61,16,43655,,,,,,,,,,,,
,,,,,,,,,,,,,,,178000,37,12,43655,,,,,,,,,,,,
,,,,,,,,,,,,,,,-35500,33,12,43656,,,,,,,,,,,,
,,,,,,,,,,,,,,,-18000,34,13,43657,,,,,,,,,,,,
,,,,,,,,,,,,,,,28000,38,13,43658,,,,,,,,,,,,
,,,,,,,,,,,,,,,165400,84,12,43658,,,,,,,,,,,,
,,,,,,,,,,,,,,,370600,54,14,43662,,,,,,,,,,,,
,,,,,,,,,,,,,,,35000,50,13,43664,,,,,,,,,,,,
,,,,,,,,,,,,,,,39500,59,13,43665,,,,,,,,,,,,
,,,,,,,,,,,,,,,207999,36,14,43672,,,,,,,,,,,,
,,,,,,,,,,,,,,,209000,30,16,43673,,,,,,,,,,,,
,,,,,,,,,,,,,,,30000,62,12,43679,,,,,,,,,,,,
,,,,,,,,,,,,,,,525500,62,12,43693,,,,,,,,,,,,
,,,,,,,,,,,,,,,28000,29,15,43695,,,,,,,,,,,,
,,,,,,,,,,,,,,,34000,58,12,43698,,,,,,,,,,,,
,,,,,,,,,,,,,,,37000,64,13,43705,,,,,,,,,,,,
,,,,,,,,,,,,,,,98300,51,14,43705,,,,,,,,,,,,
,,,,,,,,,,,,,,,677000,51,16,43712,,,,,,,,,,,,
,,,,,,,,,,,,,,,15000,52,12,43713,,,,,,,,,,,,
,,,,,,,,,,,,,,,101000,53,12,43713,,,,,,,,,,,,
,,,,,,,,,,,,,,,593140,73,12,43713,,,,,,,,,,,,
,,,,,,,,,,,,,,,132300,57,14,43722,,,,,,,,,,,,
,,,,,,,,,,,,,,,-19425,34,16,43727,,,,,,,,,,,,
,,,,,,,,,,,,,,,26000,54,16,43729,,,,,,,,,,,,
,,,,,,,,,,,,,,,-20400,26,13,43740,,,,,,,,,,,,
,,,,,,,,,,,,,,,165000,22,12,43746,,,,,,,,,,,,
,,,,,,,,,,,,,,,1185000,91,16,43757,,,,,,,,,,,,
,,,,,,,,,,,,,,,27501,25,14,43762,,,,,,,,,,,,
,,,,,,,,,,,,,,,95000,59,14,43762,,,,,,,,,,,,
,,,,,,,,,,,,,,,126000,33,12,43762,,,,,,,,,,,,
,,,,,,,,,,,,,,,23300,58,14,43768,,,,,,,,,,,,
,,,,,,,,,,,,,,,8000,42,12,43774,,,,,,,,,,,,
,,,,,,,,,,,,,,,48000,28,16,43778,,,,,,,,,,,,
,,,,,,,,,,,,,,,350000,44,12,43787,,,,,,,,,,,,
,,,,,,,,,,,,,,,13160000,57,16,43791,,,,,,,,,,,,
,,,,,,,,,,,,,,,16000,32,12,43795,,,,,,,,,,,,
,,,,,,,,,,,,,,,89000,35,15,43798,,,,,,,,,,,,
,,,,,,,,,,,,,,,104000,40,16,43801,,,,,,,,,,,,
,,,,,,,,,,,,,,,184000,39,16,43807,,,,,,,,,,,,
,,,,,,,,,,,,,,,218500,65,16,43808,,,,,,,,,,,,
,,,,,,,,,,,,,,,157000,56,12,43811,,,,,,,,,,,,
,,,,,,,,,,,,,,,40500,41,15,43820,,,,,,,,,,,,
,,,,,,,,,,,,,,,165500,39,12,43820,,,,,,,,,,,,
,,,,,,,,,,,,,,,-2369,42,12,43823,,,,,,,,,,,,
,,,,,,,,,,,,,,,138700,44,12,43827,,,,,,,,,,,,
,,,,,,,,,,,,,,,5500,30,16,43828,,,,,,,,,,,,
,,,,,,,,,,,,,,,-3850,33,12,43829,,,,,,,,,,,,
,,,,,,,,,,,,,,,132500,59,12,43829,,,,,,,,,,,,
,,,,,,,,,,,,,,,666000,89,12,43839,,,,,,,,,,,,
,,,,,,,,,,,,,,,26200,38,12,43844,,,,,,,,,,,,
,,,,,,,,,,,,,,,42400,24,16,43856,,,,,,,,,,,,
,,,,,,,,,,,,,,,113000,32,12,43857,,,,,,,,,,,,
,,,,,,,,,,,,,,,-6500,24,12,43861,,,,,,,,,,,,
,,,,,,,,,,,,,,,38000,57,12,43866,,,,,,,,,,,,
,,,,,,,,,,,,,,,61500,32,14,43871,,,,,,,,,,,,
,,,,,,,,,,,,,,,-6700,52,16,43874,,,,,,,,,,,,
,,,,,,,,,,,,,,,276000,49,16,43875,,,,,,,,,,,,
,,,,,,,,,,,,,,,33587,38,16,43882,,,,,,,,,,,,
,,,,,,,,,,,,,,,-8400,35,12,43885,,,,,,,,,,,,
,,,,,,,,,,,,,,,1465000,51,13,43888,,,,,,,,,,,,
,,,,,,,,,,,,,,,29400,29,14,43890,,,,,,,,,,,,
,,,,,,,,,,,,,,,68000,37,12,43890,,,,,,,,,,,,
,,,,,,,,,,,,,,,22000,27,13,43892,,,,,,,,,,,,
,,,,,,,,,,,,,,,144700,56,14,43892,,,,,,,,,,,,
,,,,,,,,,,,,,,,168001,57,12,43892,,,,,,,,,,,,
,,,,,,,,,,,,,,,44035,51,12,43897,,,,,,,,,,,,
,,,,,,,,,,,,,,,18000,34,16,43901,,,,,,,,,,,,
,,,,,,,,,,,,,,,12000,30,12,43911,,,,,,,,,,,,
,,,,,,,,,,,,,,,-74600,27,16,43912,,,,,,,,,,,,
,,,,,,,,,,,,,,,248500,59,12,43912,,,,,,,,,,,,
,,,,,,,,,,,,,,,250000,61,14,43921,,,,,,,,,,,,
,,,,,,,,,,,,,,,338000,71,12,43921,,,,,,,,,,,,
,,,,,,,,,,,,,,,179300,49,16,43939,,,,,,,,,,,,
,,,,,,,,,,,,,,,-52000,25,16,43940,,,,,,,,,,,,
,,,,,,,,,,,,,,,6501,21,12,43940,,,,,,,,,,,,
,,,,,,,,,,,,,,,27100,32,12,43940,,,,,,,,,,,,
,,,,,,,,,,,,,,,74185,30,14,43940,,,,,,,,,,,,
,,,,,,,,,,,,,,,928000,67,14,43940,,,,,,,,,,,,
,,,,,,,,,,,,,,,4500,27,16,43949,,,,,,,,,,,,
,,,,,,,,,,,,,,,46200,45,14,43949,,,,,,,,,,,,
,,,,,,,,,,,,,,,120500,41,14,43951,,,,,,,,,,,,
,,,,,,,,,,,,,,,33400,25,16,43952,,,,,,,,,,,,
,,,,,,,,,,,,,,,-1662,36,13,43956,,,,,,,,,,,,
,,,,,,,,,,,,,,,200,40,13,43956,,,,,,,,,,,,
,,,,,,,,,,,,,,,0,50,12,43956,,,,,,,,,,,,
,,,,,,,,,,,,,,,121100,44,14,43961,,,,,,,,,,,,
,,,,,,,,,,,,,,,329000,52,14,43962,,,,,,,,,,,,
,,,,,,,,,,,,,,,365810,69,14,43962,,,,,,,,,,,,
,,,,,,,,,,,,,,,4300,44,12,43963,,,,,,,,,,,,
,,,,,,,,,,,,,,,205000,52,12,43963,,,,,,,,,,,,
,,,,,,,,,,,,,,,13800,29,12,43970,,,,,,,,,,,,
,,,,,,,,,,,,,,,554500,46,14,43970,,,,,,,,,,,,
,,,,,,,,,,,,,,,169000,41,12,43971,,,,,,,,,,,,
,,,,,,,,,,,,,,,31000,22,16,43972,,,,,,,,,,,,
,,,,,,,,,,,,,,,14000,47,12,43972,,,,,,,,,,,,
,,,,,,,,,,,,,,,-3000,40,13,43980,,,,,,,,,,,,
,,,,,,,,,,,,,,,14700,49,13,43980,,,,,,,,,,,,
,,,,,,,,,,,,,,,291000,36,12,43980,,,,,,,,,,,,
,,,,,,,,,,,,,,,35000,53,13,43982,,,,,,,,,,,,
,,,,,,,,,,,,,,,90000,35,16,43985,,,,,,,,,,,,
,,,,,,,,,,,,,,,-50000,30,16,43986,,,,,,,,,,,,
,,,,,,,,,,,,,,,97800,51,12,43986,,,,,,,,,,,,
,,,,,,,,,,,,,,,20000,25,16,43990,,,,,,,,,,,,
,,,,,,,,,,,,,,,1673000,50,12,43995,,,,,,,,,,,,
,,,,,,,,,,,,,,,97600,55,16,43999,,,,,,,,,,,,
,,,,,,,,,,,,,,,3600,29,15,44001,,,,,,,,,,,,
,,,,,,,,,,,,,,,297800,55,12,44002,,,,,,,,,,,,
,,,,,,,,,,,,,,,67000,33,15,44008,,,,,,,,,,,,
,,,,,,,,,,,,,,,77000,43,14,44013,,,,,,,,,,,,
,,,,,,,,,,,,,,,474000,70,16,44013,,,,,,,,,,,,
,,,,,,,,,,,,,,,16000,59,15,44014,,,,,,,,,,,,
,,,,,,,,,,,,,,,32000,24,12,44014,,,,,,,,,,,,
,,,,,,,,,,,,,,,32500,55,14,44014,,,,,,,,,,,,
,,,,,,,,,,,,,,,258400,27,12,44019,,,,,,,,,,,,
,,,,,,,,,,,,,,,530000,79,12,44021,,,,,,,,,,,,
,,,,,,,,,,,,,,,84100,34,12,44025,,,,,,,,,,,,
,,,,,,,,,,,,,,,18400,50,13,44025,,,,,,,,,,,,
,,,,,,,,,,,,,,,132000,51,14,44025,,,,,,,,,,,,
,,,,,,,,,,,,,,,355000,45,16,44025,,,,,,,,,,,,
,,,,,,,,,,,,,,,20000,41,16,44030,,,,,,,,,,,,
,,,,,,,,,,,,,,,19500,59,16,44043,,,,,,,,,,,,
,,,,,,,,,,,,,,,37000,42,13,44047,,,,,,,,,,,,
,,,,,,,,,,,,,,,122000,62,15,44052,,,,,,,,,,,,
,,,,,,,,,,,,,,,1400,36,12,44053,,,,,,,,,,,,
,,,,,,,,,,,,,,,92600,29,13,44054,,,,,,,,,,,,
,,,,,,,,,,,,,,,33500,24,12,44058,,,,,,,,,,,,
,,,,,,,,,,,,,,,68000,63,16,44062,,,,,,,,,,,,
,,,,,,,,,,,,,,,189100,65,12,44084,,,,,,,,,,,,
,,,,,,,,,,,,,,,152500,34,12,44091,,,,,,,,,,,,
,,,,,,,,,,,,,,,129000,68,12,44095,,,,,,,,,,,,
,,,,,,,,,,,,,,,-22500,39,13,44112,,,,,,,,,,,,
,,,,,,,,,,,,,,,126000,53,12,44125,,,,,,,,,,,,
,,,,,,,,,,,,,,,2032000,72,12,44130,,,,,,,,,,,,
,,,,,,,,,,,,,,,43000,28,14,44142,,,,,,,,,,,,
,,,,,,,,,,,,,,,80000,42,12,44160,,,,,,,,,,,,
,,,,,,,,,,,,,,,131800,52,15,44168,,,,,,,,,,,,
,,,,,,,,,,,,,,,-34200,29,15,44170,,,,,,,,,,,,
,,,,,,,,,,,,,,,507900,63,12,44170,,,,,,,,,,,,
,,,,,,,,,,,,,,,69800,61,14,44171,,,,,,,,,,,,
,,,,,,,,,,,,,,,180000,62,14,44171,,,,,,,,,,,,
,,,,,,,,,,,,,,,-39805,33,12,44172,,,,,,,,,,,,
,,,,,,,,,,,,,,,202000,44,12,44176,,,,,,,,,,,,
,,,,,,,,,,,,,,,17000,27,13,44179,,,,,,,,,,,,
,,,,,,,,,,,,,,,1480,73,12,44181,,,,,,,,,,,,
,,,,,,,,,,,,,,,20600,31,14,44187,,,,,,,,,,,,
,,,,,,,,,,,,,,,28750,47,13,44190,,,,,,,,,,,,
,,,,,,,,,,,,,,,1500,31,13,44191,,,,,,,,,,,,
,,,,,,,,,,,,,,,-6700,41,15,44196,,,,,,,,,,,,
,,,,,,,,,,,,,,,1563000,36,12,44207,,,,,,,,,,,,
,,,,,,,,,,,,,,,531000,78,14,44208,,,,,,,,,,,,
,,,,,,,,,,,,,,,813000,60,12,44209,,,,,,,,,,,,
,,,,,,,,,,,,,,,320000,40,14,44210,,,,,,,,,,,,
,,,,,,,,,,,,,,,104000,48,12,44211,,,,,,,,,,,,
,,,,,,,,,,,,,,,332000,38,12,44211,,,,,,,,,,,,
,,,,,,,,,,,,,,,75000,43,14,44212,,,,,,,,,,,,
,,,,,,,,,,,,,,,102200,46,14,44212,,,,,,,,,,,,
,,,,,,,,,,,,,,,272000,41,12,44212,,,,,,,,,,,,
,,,,,,,,,,,,,,,35000,58,12,44213,,,,,,,,,,,,
,,,,,,,,,,,,,,,3500,26,16,44215,,,,,,,,,,,,
,,,,,,,,,,,,,,,19000,27,16,44215,,,,,,,,,,,,
,,,,,,,,,,,,,,,247000,32,16,44215,,,,,,,,,,,,
,,,,,,,,,,,,,,,1185000,66,12,44222,,,,,,,,,,,,
,,,,,,,,,,,,,,,290000,46,13,44225,,,,,,,,,,,,
,,,,,,,,,,,,,,,351000,51,14,44229,,,,,,,,,,,,
,,,,,,,,,,,,,,,15200,30,12,44232,,,,,,,,,,,,
,,,,,,,,,,,,,,,-21668,37,13,44244,,,,,,,,,,,,
,,,,,,,,,,,,,,,26000,29,13,44245,,,,,,,,,,,,
,,,,,,,,,,,,,,,1366000,52,13,44245,,,,,,,,,,,,
,,,,,,,,,,,,,,,450000,56,14,44246,,,,,,,,,,,,
,,,,,,,,,,,,,,,-22000,30,14,44249,,,,,,,,,,,,
,,,,,,,,,,,,,,,47000,47,12,44249,,,,,,,,,,,,
,,,,,,,,,,,,,,,85000,52,14,44249,,,,,,,,,,,,
,,,,,,,,,,,,,,,420000,46,14,44249,,,,,,,,,,,,
,,,,,,,,,,,,,,,160000,59,15,44249,,,,,,,,,,,,
,,,,,,,,,,,,,,,91000,29,13,44262,,,,,,,,,,,,
,,,,,,,,,,,,,,,25000,47,14,44262,,,,,,,,,,,,
,,,,,,,,,,,,,,,125700,60,14,44272,,,,,,,,,,,,
,,,,,,,,,,,,,,,169000,56,15,44275,,,,,,,,,,,,
,,,,,,,,,,,,,,,-37000,26,16,44278,,,,,,,,,,,,
,,,,,,,,,,,,,,,8000,39,16,44279,,,,,,,,,,,,
,,,,,,,,,,,,,,,18500,24,15,44287,,,,,,,,,,,,
,,,,,,,,,,,,,,,52000,48,14,44287,,,,,,,,,,,,
,,,,,,,,,,,,,,,295000,52,14,44287,,,,,,,,,,,,
,,,,,,,,,,,,,,,148000,37,12,44287,,,,,,,,,,,,
,,,,,,,,,,,,,,,212100,25,14,44288,,,,,,,,,,,,
,,,,,,,,,,,,,,,95900,54,12,44289,,,,,,,,,,,,
,,,,,,,,,,,,,,,211700,46,12,44289,,,,,,,,,,,,
,,,,,,,,,,,,,,,14500,27,16,44290,,,,,,,,,,,,
,,,,,,,,,,,,,,,109200,42,13,44290,,,,,,,,,,,,
,,,,,,,,,,,,,,,894000,65,14,44292,,,,,,,,,,,,
,,,,,,,,,,,,,,,152000,39,12,44299,,,,,,,,,,,,
,,,,,,,,,,,,,,,-4000,32,15,44303,,,,,,,,,,,,
,,,,,,,,,,,,,,,9000,34,13,44303,,,,,,,,,,,,
,,,,,,,,,,,,,,,333000,34,12,44306,,,,,,,,,,,,
,,,,,,,,,,,,,,,437620,61,16,44307,,,,,,,,,,,,
,,,,,,,,,,,,,,,119000,40,12,44313,,,,,,,,,,,,
,,,,,,,,,,,,,,,-300,40,15,44320,,,,,,,,,,,,
,,,,,,,,,,,,,,,48500,28,16,44321,,,,,,,,,,,,
,,,,,,,,,,,,,,,-67200,23,16,44327,,,,,,,,,,,,
,,,,,,,,,,,,,,,121500,53,12,44327,,,,,,,,,,,,
,,,,,,,,,,,,,,,307000,68,12,44328,,,,,,,,,,,,
,,,,,,,,,,,,,,,1200,25,12,44329,,,,,,,,,,,,
,,,,,,,,,,,,,,,30000,51,12,44329,,,,,,,,,,,,
,,,,,,,,,,,,,,,261000,54,12,44329,,,,,,,,,,,,
,,,,,,,,,,,,,,,173600,42,14,44329,,,,,,,,,,,,
,,,,,,,,,,,,,,,311000,53,12,44337,,,,,,,,,,,,
,,,,,,,,,,,,,,,109000,44,14,44340,,,,,,,,,,,,
,,,,,,,,,,,,,,,142000,44,13,44343,,,,,,,,,,,,
,,,,,,,,,,,,,,,90000,53,12,44351,,,,,,,,,,,,
,,,,,,,,,,,,,,,12010,29,12,44352,,,,,,,,,,,,
,,,,,,,,,,,,,,,11000,25,15,44358,,,,,,,,,,,,
,,,,,,,,,,,,,,,110000,45,12,44358,,,,,,,,,,,,
,,,,,,,,,,,,,,,9600,31,12,44364,,,,,,,,,,,,
,,,,,,,,,,,,,,,-77000,51,14,44365,,,,,,,,,,,,
,,,,,,,,,,,,,,,216500,63,16,44366,,,,,,,,,,,,
,,,,,,,,,,,,,,,-36000,28,14,44367,,,,,,,,,,,,
,,,,,,,,,,,,,,,-400,37,13,44367,,,,,,,,,,,,
,,,,,,,,,,,,,,,307500,65,14,44367,,,,,,,,,,,,
,,,,,,,,,,,,,,,76000,36,13,44372,,,,,,,,,,,,
,,,,,,,,,,,,,,,147000,36,12,44373,,,,,,,,,,,,
,,,,,,,,,,,,,,,12000,39,12,44374,,,,,,,,,,,,
,,,,,,,,,,,,,,,0,27,12,44375,,,,,,,,,,,,
,,,,,,,,,,,,,,,226400,48,16,44375,,,,,,,,,,,,
,,,,,,,,,,,,,,,1314000,61,14,44375,,,,,,,,,,,,
,,,,,,,,,,,,,,,-33700,50,12,44381,,,,,,,,,,,,
,,,,,,,,,,,,,,,945000,62,13,44382,,,,,,,,,,,,
,,,,,,,,,,,,,,,94500,32,16,44385,,,,,,,,,,,,
,,,,,,,,,,,,,,,70000,34,16,44387,,,,,,,,,,,,
,,,,,,,,,,,,,,,4195009,63,12,44389,,,,,,,,,,,,
,,,,,,,,,,,,,,,112000,55,12,44392,,,,,,,,,,,,
,,,,,,,,,,,,,,,178000,30,12,44395,,,,,,,,,,,,
,,,,,,,,,,,,,,,457000,47,12,44397,,,,,,,,,,,,
,,,,,,,,,,,,,,,60000,37,13,44407,,,,,,,,,,,,
,,,,,,,,,,,,,,,334500,52,13,44413,,,,,,,,,,,,
,,,,,,,,,,,,,,,125000,43,15,44414,,,,,,,,,,,,
,,,,,,,,,,,,,,,115000,40,16,44427,,,,,,,,,,,,
,,,,,,,,,,,,,,,54200,38,12,44438,,,,,,,,,,,,
,,,,,,,,,,,,,,,57900,41,12,44440,,,,,,,,,,,,
,,,,,,,,,,,,,,,159000,63,14,44447,,,,,,,,,,,,
,,,,,,,,,,,,,,,46200,59,14,44457,,,,,,,,,,,,
,,,,,,,,,,,,,,,12000,31,12,44458,,,,,,,,,,,,
,,,,,,,,,,,,,,,32600,24,12,44466,,,,,,,,,,,,
,,,,,,,,,,,,,,,20200,51,16,44467,,,,,,,,,,,,
,,,,,,,,,,,,,,,891650,83,16,44467,,,,,,,,,,,,
,,,,,,,,,,,,,,,6000,65,13,44471,,,,,,,,,,,,
,,,,,,,,,,,,,,,83300,30,16,44472,,,,,,,,,,,,
,,,,,,,,,,,,,,,472000,58,14,44472,,,,,,,,,,,,
,,,,,,,,,,,,,,,1125000,63,14,44473,,,,,,,,,,,,
,,,,,,,,,,,,,,,-15950,25,14,44478,,,,,,,,,,,,
,,,,,,,,,,,,,,,339000,64,15,44483,,,,,,,,,,,,
,,,,,,,,,,,,,,,611500,51,16,44484,,,,,,,,,,,,
,,,,,,,,,,,,,,,573000,41,16,44486,,,,,,,,,,,,
,,,,,,,,,,,,,,,5012,55,13,44492,,,,,,,,,,,,
,,,,,,,,,,,,,,,215000,34,16,44495,,,,,,,,,,,,
,,,,,,,,,,,,,,,30100,64,12,44496,,,,,,,,,,,,
,,,,,,,,,,,,,,,238000,67,14,44497,,,,,,,,,,,,
,,,,,,,,,,,,,,,62700,50,12,44498,,,,,,,,,,,,
,,,,,,,,,,,,,,,143000,77,15,44499,,,,,,,,,,,,
,,,,,,,,,,,,,,,694879,61,12,44503,,,,,,,,,,,,
,,,,,,,,,,,,,,,155500,43,12,44508,,,,,,,,,,,,
,,,,,,,,,,,,,,,691000,62,16,44508,,,,,,,,,,,,
,,,,,,,,,,,,,,,730886,56,16,44508,,,,,,,,,,,,
,,,,,,,,,,,,,,,730000,50,12,44524,,,,,,,,,,,,
,,,,,,,,,,,,,,,12300,24,15,44525,,,,,,,,,,,,
,,,,,,,,,,,,,,,300000,59,12,44525,,,,,,,,,,,,
,,,,,,,,,,,,,,,274600,33,13,44529,,,,,,,,,,,,
,,,,,,,,,,,,,,,32000,44,12,44530,,,,,,,,,,,,
,,,,,,,,,,,,,,,23900,42,12,44531,,,,,,,,,,,,
,,,,,,,,,,,,,,,157000,58,12,44533,,,,,,,,,,,,
,,,,,,,,,,,,,,,13000,42,12,44534,,,,,,,,,,,,
,,,,,,,,,,,,,,,39800,56,12,44542,,,,,,,,,,,,
,,,,,,,,,,,,,,,50000,39,14,44545,,,,,,,,,,,,
,,,,,,,,,,,,,,,72000,26,13,44558,,,,,,,,,,,,
,,,,,,,,,,,,,,,136500,56,12,44558,,,,,,,,,,,,
,,,,,,,,,,,,,,,25300,37,12,44560,,,,,,,,,,,,
,,,,,,,,,,,,,,,30200,33,12,44560,,,,,,,,,,,,
,,,,,,,,,,,,,,,58000,41,12,44560,,,,,,,,,,,,
,,,,,,,,,,,,,,,19000,36,12,44561,,,,,,,,,,,,
,,,,,,,,,,,,,,,998000,64,16,44563,,,,,,,,,,,,
,,,,,,,,,,,,,,,96000,37,14,44564,,,,,,,,,,,,
,,,,,,,,,,,,,,,90000,46,14,44566,,,,,,,,,,,,
,,,,,,,,,,,,,,,265500,38,16,44573,,,,,,,,,,,,
,,,,,,,,,,,,,,,27000,46,14,44576,,,,,,,,,,,,
,,,,,,,,,,,,,,,27100,40,12,44587,,,,,,,,,,,,
,,,,,,,,,,,,,,,49000,42,12,44591,,,,,,,,,,,,
,,,,,,,,,,,,,,,-6500,55,12,44593,,,,,,,,,,,,
,,,,,,,,,,,,,,,78000,54,16,44593,,,,,,,,,,,,
,,,,,,,,,,,,,,,198000,27,12,44595,,,,,,,,,,,,
,,,,,,,,,,,,,,,-3000,48,13,44599,,,,,,,,,,,,
,,,,,,,,,,,,,,,79000,52,13,44599,,,,,,,,,,,,
,,,,,,,,,,,,,,,2000,25,12,44607,,,,,,,,,,,,
,,,,,,,,,,,,,,,12000,30,14,44607,,,,,,,,,,,,
,,,,,,,,,,,,,,,529000,52,12,44607,,,,,,,,,,,,
,,,,,,,,,,,,,,,-17000,39,13,44608,,,,,,,,,,,,
,,,,,,,,,,,,,,,1673325,78,14,44611,,,,,,,,,,,,
,,,,,,,,,,,,,,,33200,57,14,44612,,,,,,,,,,,,
,,,,,,,,,,,,,,,112000,32,16,44616,,,,,,,,,,,,
,,,,,,,,,,,,,,,1075000,76,16,44616,,,,,,,,,,,,
,,,,,,,,,,,,,,,27000,26,16,44626,,,,,,,,,,,,
,,,,,,,,,,,,,,,50000,32,16,44626,,,,,,,,,,,,
,,,,,,,,,,,,,,,295000,48,12,44626,,,,,,,,,,,,
,,,,,,,,,,,,,,,886000,61,13,44626,,,,,,,,,,,,
,,,,,,,,,,,,,,,81500,24,16,44628,,,,,,,,,,,,
,,,,,,,,,,,,,,,-36270,36,16,44629,,,,,,,,,,,,
,,,,,,,,,,,,,,,107126,36,12,44629,,,,,,,,,,,,
,,,,,,,,,,,,,,,136500,53,16,44629,,,,,,,,,,,,
,,,,,,,,,,,,,,,2068000,78,12,44641,,,,,,,,,,,,
,,,,,,,,,,,,,,,46500,57,14,44658,,,,,,,,,,,,
,,,,,,,,,,,,,,,127000,45,12,44658,,,,,,,,,,,,
,,,,,,,,,,,,,,,9000,34,15,44664,,,,,,,,,,,,
,,,,,,,,,,,,,,,28000,39,12,44664,,,,,,,,,,,,
,,,,,,,,,,,,,,,346000,50,14,44664,,,,,,,,,,,,
,,,,,,,,,,,,,,,225500,66,12,44673,,,,,,,,,,,,
,,,,,,,,,,,,,,,81000,54,15,44679,,,,,,,,,,,,
,,,,,,,,,,,,,,,216500,26,13,44685,,,,,,,,,,,,
,,,,,,,,,,,,,,,8100,21,14,44686,,,,,,,,,,,,
,,,,,,,,,,,,,,,67000,47,16,44696,,,,,,,,,,,,
,,,,,,,,,,,,,,,152000,29,13,44699,,,,,,,,,,,,
,,,,,,,,,,,,,,,135000,49,13,44700,,,,,,,,,,,,
,,,,,,,,,,,,,,,125000,39,16,44700,,,,,,,,,,,,
,,,,,,,,,,,,,,,1492826,63,16,44701,,,,,,,,,,,,
,,,,,,,,,,,,,,,15100,20,14,44702,,,,,,,,,,,,
,,,,,,,,,,,,,,,169065,56,14,44702,,,,,,,,,,,,
,,,,,,,,,,,,,,,1801000,76,12,44707,,,,,,,,,,,,
,,,,,,,,,,,,,,,77300,49,16,44709,,,,,,,,,,,,
,,,,,,,,,,,,,,,3758000,64,12,44709,,,,,,,,,,,,
,,,,,,,,,,,,,,,41500,69,15,44712,,,,,,,,,,,,
,,,,,,,,,,,,,,,1038000,69,14,44712,,,,,,,,,,,,
,,,,,,,,,,,,,,,112694,53,14,44713,,,,,,,,,,,,
,,,,,,,,,,,,,,,1400500,44,16,44713,,,,,,,,,,,,
,,,,,,,,,,,,,,,15600,29,16,44715,,,,,,,,,,,,
,,,,,,,,,,,,,,,150,61,12,44723,,,,,,,,,,,,
